"subject" "lable" "Variable" "value" "dimension" "average"
"340" 27 "SITTING" "tBodyAcc" "mean" "Y" -0.0155269799285714
"341" 27 "STANDING" "tBodyAcc" "mean" "Y" -0.016593236445
"342" 27 "LAYING" "tBodyAcc" "mean" "Y" -0.0179867611216216
"343" 28 "WALKING" "tBodyAcc" "mean" "Y" -0.0156759722981481
"344" 28 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0279443943478431
"345" 28 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0220230465913043
"346" 28 "SITTING" "tBodyAcc" "mean" "Y" -0.0185404441258333
"347" 28 "STANDING" "tBodyAcc" "mean" "Y" -0.0172635124672152
"348" 28 "LAYING" "tBodyAcc" "mean" "Y" -0.0167537858225
"349" 29 "WALKING" "tBodyAcc" "mean" "Y" -0.0162915600588679
"350" 29 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0299465312326531
"351" 29 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.01494121505625
"352" 29 "SITTING" "tBodyAcc" "mean" "Y" -0.016630680375
"353" 29 "STANDING" "tBodyAcc" "mean" "Y" -0.0172605869061538
"354" 29 "LAYING" "tBodyAcc" "mean" "Y" -0.0171965484202899
"355" 30 "WALKING" "tBodyAcc" "mean" "Y" -0.0175880385730769
"356" 30 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0253311698786154
"357" 30 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0174383900204839
"358" 30 "SITTING" "tBodyAcc" "mean" "Y" -0.00804731295322581
"359" 30 "STANDING" "tBodyAcc" "mean" "Y" -0.0170163887813559
"360" 30 "LAYING" "tBodyAcc" "mean" "Y" -0.0194494098614286
"361" 1 "WALKING" "tBodyAcc" "mean" "Z" -0.111148103547368
"362" 1 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.0973020020943396
"363" 1 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107566190908163
"364" 1 "SITTING" "tBodyAcc" "mean" "Z" -0.104544182255319
"365" 1 "STANDING" "tBodyAcc" "mean" "Z" -0.110601817735849
"366" 1 "LAYING" "tBodyAcc" "mean" "Z" -0.11320355358
"367" 2 "WALKING" "tBodyAcc" "mean" "Z" -0.105500357966102
"368" 2 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.152513899520833
"369" 2 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.116812942382979
"370" 2 "SITTING" "tBodyAcc" "mean" "Z" -0.109218272456522
"371" 2 "STANDING" "tBodyAcc" "mean" "Z" -0.105908536055556
"372" 2 "LAYING" "tBodyAcc" "mean" "Z" -0.107245610416667
"373" 3 "WALKING" "tBodyAcc" "mean" "Z" -0.112674859827586
"374" 3 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.110064863437288
"375" 3 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.116139842908163
"376" 3 "SITTING" "tBodyAcc" "mean" "Z" -0.0983579203269231
"377" 3 "STANDING" "tBodyAcc" "mean" "Z" -0.101621722633148
"378" 3 "LAYING" "tBodyAcc" "mean" "Z" -0.101300477506452
"379" 4 "WALKING" "tBodyAcc" "mean" "Z" -0.11140306485
"380" 4 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.114219455519231
"381" 4 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1067775246
"382" 4 "SITTING" "tBodyAcc" "mean" "Z" -0.10587459588
"383" 4 "STANDING" "tBodyAcc" "mean" "Z" -0.0961574905535714
"384" 4 "LAYING" "tBodyAcc" "mean" "Z" -0.110688150314815
"385" 5 "WALKING" "tBodyAcc" "mean" "Z" -0.107741776464286
"386" 5 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.107471453914894
"387" 5 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.100319930659574
"388" 5 "SITTING" "tBodyAcc" "mean" "Z" -0.108540300265909
"389" 5 "STANDING" "tBodyAcc" "mean" "Z" -0.102171095696429
"390" 5 "LAYING" "tBodyAcc" "mean" "Z" -0.107937603673077
"391" 6 "WALKING" "tBodyAcc" "mean" "Z" -0.110303165877193
"392" 6 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.122082438784314
"393" 6 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107209356208333
"394" 6 "SITTING" "tBodyAcc" "mean" "Z" -0.110127728709091
"395" 6 "STANDING" "tBodyAcc" "mean" "Z" -0.112172831947368
"396" 6 "LAYING" "tBodyAcc" "mean" "Z" -0.133119570368421
"397" 7 "WALKING" "tBodyAcc" "mean" "Z" -0.110912234947368
"398" 7 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.143769688803922
"399" 7 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.096938308587234
"400" 7 "SITTING" "tBodyAcc" "mean" "Z" -0.122464597625
"401" 7 "STANDING" "tBodyAcc" "mean" "Z" -0.0997778303207547
"402" 7 "LAYING" "tBodyAcc" "mean" "Z" -0.101361036576923
"403" 8 "WALKING" "tBodyAcc" "mean" "Z" -0.107252090833333
"404" 8 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.11512211995122
"405" 8 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107598135394737
"406" 8 "SITTING" "tBodyAcc" "mean" "Z" -0.104461049130435
"407" 8 "STANDING" "tBodyAcc" "mean" "Z" -0.106114996837037
"408" 8 "LAYING" "tBodyAcc" "mean" "Z" -0.102245365611111
"409" 9 "WALKING" "tBodyAcc" "mean" "Z" -0.110820512307692
"410" 9 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.125219003959184
"411" 9 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0910278793952381
"412" 9 "SITTING" "tBodyAcc" "mean" "Z" -0.07537846886
"413" 9 "STANDING" "tBodyAcc" "mean" "Z" -0.0952747481333333
"414" 9 "LAYING" "tBodyAcc" "mean" "Z" -0.10754972144
"415" 10 "WALKING" "tBodyAcc" "mean" "Z" -0.109057512132075
"416" 10 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.118180420834043
"417" 10 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.110848597247368
"418" 10 "SITTING" "tBodyAcc" "mean" "Z" -0.104253238796296
"419" 10 "STANDING" "tBodyAcc" "mean" "Z" -0.107964083931818
"420" 10 "LAYING" "tBodyAcc" "mean" "Z" -0.117168642362069
"421" 11 "WALKING" "tBodyAcc" "mean" "Z" -0.106096304033898
"422" 11 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.106797216481481
"423" 11 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.111070149978261
"424" 11 "SITTING" "tBodyAcc" "mean" "Z" -0.112840218339623
"425" 11 "STANDING" "tBodyAcc" "mean" "Z" -0.108686630425532
"426" 11 "LAYING" "tBodyAcc" "mean" "Z" -0.108786578070175
"427" 12 "WALKING" "tBodyAcc" "mean" "Z" -0.10316110632
"428" 12 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.107339730115385
"429" 12 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.10955593226087
"430" 12 "SITTING" "tBodyAcc" "mean" "Z" -0.106307228960784
"431" 12 "STANDING" "tBodyAcc" "mean" "Z" -0.105526999754098
"432" 12 "LAYING" "tBodyAcc" "mean" "Z" -0.108160125666667
"433" 13 "WALKING" "tBodyAcc" "mean" "Z" -0.111431456192982
"434" 13 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.125767265890909
"435" 13 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.101993941531915
"436" 13 "SITTING" "tBodyAcc" "mean" "Z" -0.0972465110836735
"437" 13 "STANDING" "tBodyAcc" "mean" "Z" -0.112124137754386
"438" 13 "LAYING" "tBodyAcc" "mean" "Z" -0.104331864532258
"439" 14 "WALKING" "tBodyAcc" "mean" "Z" -0.106756369135593
"440" 14 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.112279688983333
"441" 14 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0928330165533333
"442" 14 "SITTING" "tBodyAcc" "mean" "Z" -0.100401490425926
"443" 14 "STANDING" "tBodyAcc" "mean" "Z" -0.103817701790667
"444" 14 "LAYING" "tBodyAcc" "mean" "Z" -0.0868333315509804
"445" 15 "WALKING" "tBodyAcc" "mean" "Z" -0.107621819518519
"446" 15 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.116952464895833
"447" 15 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.110526066428571
"448" 15 "SITTING" "tBodyAcc" "mean" "Z" -0.11366125320339
"449" 15 "STANDING" "tBodyAcc" "mean" "Z" -0.105910832679245
"450" 15 "LAYING" "tBodyAcc" "mean" "Z" -0.118530240291667
"451" 16 "WALKING" "tBodyAcc" "mean" "Z" -0.108804049803922
"452" 16 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.124074517745098
"453" 16 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.119873705148936
"454" 16 "SITTING" "tBodyAcc" "mean" "Z" -0.0891404038405797
"455" 16 "STANDING" "tBodyAcc" "mean" "Z" -0.103657729076923
"456" 16 "LAYING" "tBodyAcc" "mean" "Z" -0.107310493242857
"457" 17 "WALKING" "tBodyAcc" "mean" "Z" -0.109792122032787
"458" 17 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121290442104167
"459" 17 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0892432745173913
"460" 17 "SITTING" "tBodyAcc" "mean" "Z" -0.11362408509375
"461" 17 "STANDING" "tBodyAcc" "mean" "Z" -0.111432145565
"462" 17 "LAYING" "tBodyAcc" "mean" "Z" -0.107006279704225
"463" 18 "WALKING" "tBodyAcc" "mean" "Z" -0.104218315464286
"464" 18 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.112655891327586
"465" 18 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1033908092
"466" 18 "SITTING" "tBodyAcc" "mean" "Z" -0.111904775824561
"467" 18 "STANDING" "tBodyAcc" "mean" "Z" -0.108453355945205
"468" 18 "LAYING" "tBodyAcc" "mean" "Z" -0.107698927907692
"469" 19 "WALKING" "tBodyAcc" "mean" "Z" -0.122736673192308
"470" 19 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.151054607725
"471" 19 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.133695240660974
"472" 19 "SITTING" "tBodyAcc" "mean" "Z" -0.10870765430137
"473" 19 "STANDING" "tBodyAcc" "mean" "Z" -0.10904190460274
"474" 19 "LAYING" "tBodyAcc" "mean" "Z" -0.10898146186747
"475" 20 "WALKING" "tBodyAcc" "mean" "Z" -0.113539477098039
"476" 20 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121023947784314
"477" 20 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.104602925937778
"478" 20 "SITTING" "tBodyAcc" "mean" "Z" -0.108369634515152
"479" 20 "STANDING" "tBodyAcc" "mean" "Z" -0.100402759931507
"480" 20 "LAYING" "tBodyAcc" "mean" "Z" -0.104274322538235
"481" 21 "WALKING" "tBodyAcc" "mean" "Z" -0.104319332403846
"482" 21 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.125414265340426
"483" 21 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.09816866218
"484" 21 "SITTING" "tBodyAcc" "mean" "Z" -0.112057887741176
"485" 21 "STANDING" "tBodyAcc" "mean" "Z" -0.110417855808989
"486" 21 "LAYING" "tBodyAcc" "mean" "Z" -0.103253832233333
"487" 22 "WALKING" "tBodyAcc" "mean" "Z" -0.107112510934783
"488" 22 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.117550861738095
"489" 22 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1074157796
"490" 22 "SITTING" "tBodyAcc" "mean" "Z" -0.105827369516129
"491" 22 "STANDING" "tBodyAcc" "mean" "Z" -0.104967423820635
"492" 22 "LAYING" "tBodyAcc" "mean" "Z" -0.110800924652778
"493" 23 "WALKING" "tBodyAcc" "mean" "Z" -0.113382994084746
"494" 23 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.126890616782353
"495" 23 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0988123712574074
"496" 23 "SITTING" "tBodyAcc" "mean" "Z" -0.103808679294118
"497" 23 "STANDING" "tBodyAcc" "mean" "Z" -0.1105970177575
"498" 23 "LAYING" "tBodyAcc" "mean" "Z" -0.104256776291667
"499" 24 "WALKING" "tBodyAcc" "mean" "Z" -0.110595952913793
"500" 24 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.114248610966102
"501" 24 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.104818820272727
"502" 24 "SITTING" "tBodyAcc" "mean" "Z" -0.103041061426471
"503" 24 "STANDING" "tBodyAcc" "mean" "Z" -0.108222553855072
"504" 24 "LAYING" "tBodyAcc" "mean" "Z" -0.107236237236111
"505" 25 "WALKING" "tBodyAcc" "mean" "Z" -0.108737636297297
"506" 25 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.126210440292308
"507" 25 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107192376965517
"508" 25 "SITTING" "tBodyAcc" "mean" "Z" -0.109160440476923
"509" 25 "STANDING" "tBodyAcc" "mean" "Z" -0.107352957594595
"510" 25 "LAYING" "tBodyAcc" "mean" "Z" -0.100428830260274
"511" 26 "WALKING" "tBodyAcc" "mean" "Z" -0.108927011474576
"512" 26 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121943461236364
"513" 26 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1064396194
"514" 26 "SITTING" "tBodyAcc" "mean" "Z" -0.0974448692333333
"515" 26 "STANDING" "tBodyAcc" "mean" "Z" -0.110237796416216
"516" 26 "LAYING" "tBodyAcc" "mean" "Z" -0.105002540289474
"517" 27 "WALKING" "tBodyAcc" "mean" "Z" -0.112822289263158
"518" 27 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.123530438196078
"519" 27 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.112837694688636
"520" 27 "SITTING" "tBodyAcc" "mean" "Z" -0.105521912588571
"521" 27 "STANDING" "tBodyAcc" "mean" "Z" -0.107835818025
"522" 27 "LAYING" "tBodyAcc" "mean" "Z" -0.107699732837838
"523" 28 "WALKING" "tBodyAcc" "mean" "Z" -0.103714705396296
"524" 28 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121514025692157
"525" 28 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.10858897408913
"526" 28 "SITTING" "tBodyAcc" "mean" "Z" -0.111517939555556
"527" 28 "STANDING" "tBodyAcc" "mean" "Z" -0.106579385202532
"528" 28 "LAYING" "tBodyAcc" "mean" "Z" -0.1083448529625
"529" 29 "WALKING" "tBodyAcc" "mean" "Z" -0.106632427301887
"530" 29 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.118000587840816
"531" 29 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0981339984895833
"532" 29 "SITTING" "tBodyAcc" "mean" "Z" -0.1104118192
"533" 29 "STANDING" "tBodyAcc" "mean" "Z" -0.108659067476923
"534" 29 "LAYING" "tBodyAcc" "mean" "Z" -0.109462068173913
"535" 30 "WALKING" "tBodyAcc" "mean" "Z" -0.0986247068969231
"536" 30 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.124697493775385
"537" 30 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0999781422322581
"538" 30 "SITTING" "tBodyAcc" "mean" "Z" -0.099515446133871
"539" 30 "STANDING" "tBodyAcc" "mean" "Z" -0.108756209835593
"540" 30 "LAYING" "tBodyAcc" "mean" "Z" -0.1036581505
"541" 1 "WALKING" "tBodyAcc" "std" "X" -0.283740258842105
"542" 1 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.35470802509434
"543" 1 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0300353383483878
"544" 1 "SITTING" "tBodyAcc" "std" "X" -0.977229008297872
"545" 1 "STANDING" "tBodyAcc" "std" "X" -0.995759901509434
"546" 1 "LAYING" "tBodyAcc" "std" "X" -0.9280564692
"547" 2 "WALKING" "tBodyAcc" "std" "X" -0.423642838474576
"548" 2 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.304376406458333
"549" 2 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0463666814446808
"550" 2 "SITTING" "tBodyAcc" "std" "X" -0.986822279565217
"551" 2 "STANDING" "tBodyAcc" "std" "X" -0.987271889259259
"552" 2 "LAYING" "tBodyAcc" "std" "X" -0.974059464791667
"553" 3 "WALKING" "tBodyAcc" "std" "X" -0.360356726034483
"554" 3 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.313123437627119
"555" 3 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" -0.0574100475102041
"556" 3 "SITTING" "tBodyAcc" "std" "X" -0.971010120961538
"557" 3 "STANDING" "tBodyAcc" "std" "X" -0.96674254295082
"558" 3 "LAYING" "tBodyAcc" "std" "X" -0.982776639193548
"559" 4 "WALKING" "tBodyAcc" "std" "X" -0.440829971333333
"560" 4 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.204933042903846
"561" 4 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0111935496222222
"562" 4 "SITTING" "tBodyAcc" "std" "X" -0.980309931
"563" 4 "STANDING" "tBodyAcc" "std" "X" -0.97692058
"564" 4 "LAYING" "tBodyAcc" "std" "X" -0.954193738888889
"565" 5 "WALKING" "tBodyAcc" "std" "X" -0.294098534232143
"566" 5 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.0457237779851064
"567" 5 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.275046110468085
"568" 5 "SITTING" "tBodyAcc" "std" "X" -0.980945022045455
"569" 5 "STANDING" "tBodyAcc" "std" "X" -0.968591815714286
"570" 5 "LAYING" "tBodyAcc" "std" "X" -0.965934509615385
"571" 6 "WALKING" "tBodyAcc" "std" "X" -0.296538717368421
"572" 6 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.0501350188513725
"573" 6 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.383681639791667
"574" 6 "SITTING" "tBodyAcc" "std" "X" -0.980164933636364
"575" 6 "STANDING" "tBodyAcc" "std" "X" -0.981758159649123
"576" 6 "LAYING" "tBodyAcc" "std" "X" -0.934049422052632
"577" 7 "WALKING" "tBodyAcc" "std" "X" -0.327243240701754
"578" 7 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.29487297445098
"579" 7 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0660815600978723
"580" 7 "SITTING" "tBodyAcc" "std" "X" -0.972668374583333
"581" 7 "STANDING" "tBodyAcc" "std" "X" -0.979307570377358
"582" 7 "LAYING" "tBodyAcc" "std" "X" -0.93651361
"583" 8 "WALKING" "tBodyAcc" "std" "X" -0.173605736002083
"584" 8 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.171712174634146
"585" 8 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0241393473736842
"586" 8 "SITTING" "tBodyAcc" "std" "X" -0.979026152391304
"587" 8 "STANDING" "tBodyAcc" "std" "X" -0.988815418148148
"588" 8 "LAYING" "tBodyAcc" "std" "X" -0.94304121537037
"589" 9 "WALKING" "tBodyAcc" "std" "X" -0.238353562692308
"590" 9 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.36144437755102
"591" 9 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.213392270547619
"592" 9 "SITTING" "tBodyAcc" "std" "X" -0.9572277914
"593" 9 "STANDING" "tBodyAcc" "std" "X" -0.975741252444444
"594" 9 "LAYING" "tBodyAcc" "std" "X" -0.94233309
"595" 10 "WALKING" "tBodyAcc" "std" "X" -0.178709734396226
"596" 10 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.161591924234043
"597" 10 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.295733547631579
"598" 10 "SITTING" "tBodyAcc" "std" "X" -0.982901825925926
"599" 10 "STANDING" "tBodyAcc" "std" "X" -0.978403481818182
"600" 10 "LAYING" "tBodyAcc" "std" "X" -0.968283685
"601" 11 "WALKING" "tBodyAcc" "std" "X" -0.422842071864407
"602" 11 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.238802959018519
"603" 11 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.142456557034783
"604" 11 "SITTING" "tBodyAcc" "std" "X" -0.982796562075472
"605" 11 "STANDING" "tBodyAcc" "std" "X" -0.994978878723404
"606" 11 "LAYING" "tBodyAcc" "std" "X" -0.98477733
"607" 12 "WALKING" "tBodyAcc" "std" "X" -0.128898533096
"608" 12 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.290149192307692
"609" 12 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0424084916086956
"610" 12 "SITTING" "tBodyAcc" "std" "X" -0.982568781960784
"611" 12 "STANDING" "tBodyAcc" "std" "X" -0.981243992459016
"612" 12 "LAYING" "tBodyAcc" "std" "X" -0.95531868
"613" 13 "WALKING" "tBodyAcc" "std" "X" -0.346980394210526
"614" 13 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.296284597454545
"615" 13 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" -0.0681563626617021
"616" 13 "SITTING" "tBodyAcc" "std" "X" -0.989546275306122
"617" 13 "STANDING" "tBodyAcc" "std" "X" -0.991020759298246
"618" 13 "LAYING" "tBodyAcc" "std" "X" -0.968891989354839
"619" 14 "WALKING" "tBodyAcc" "std" "X" -0.402639098135593
"620" 14 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.309396717592593
"621" 14 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0178313402266667
"622" 14 "SITTING" "tBodyAcc" "std" "X" -0.976302248148148
"623" 14 "STANDING" "tBodyAcc" "std" "X" -0.973268905
"624" 14 "LAYING" "tBodyAcc" "std" "X" -0.917501887333333
"625" 15 "WALKING" "tBodyAcc" "std" "X" -0.327961801111111
"626" 15 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.0260971840270833
"627" 15 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.406471051190476
"628" 15 "SITTING" "tBodyAcc" "std" "X" -0.987084356101695
"629" 15 "STANDING" "tBodyAcc" "std" "X" -0.988949247358491
"630" 15 "LAYING" "tBodyAcc" "std" "X" -0.972255551527778
"631" 16 "WALKING" "tBodyAcc" "std" "X" -0.404692523921569
"632" 16 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.397083831568627
"633" 16 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.207251997929787
"634" 16 "SITTING" "tBodyAcc" "std" "X" -0.986825605362319
"635" 16 "STANDING" "tBodyAcc" "std" "X" -0.989076811794872
"636" 16 "LAYING" "tBodyAcc" "std" "X" -0.973691429428571
"637" 17 "WALKING" "tBodyAcc" "std" "X" -0.31950017295082
"638" 17 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.062952754100625
"639" 17 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.187719760269565
"640" 17 "SITTING" "tBodyAcc" "std" "X" -0.9944439053125
"641" 17 "STANDING" "tBodyAcc" "std" "X" -0.991163919871795
"642" 17 "LAYING" "tBodyAcc" "std" "X" -0.972960567323944
"643" 18 "WALKING" "tBodyAcc" "std" "X" -0.37600552125
"644" 18 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.380168286724138
"645" 18 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" -0.302634565090909
"646" 18 "SITTING" "tBodyAcc" "std" "X" -0.994347988596491
"647" 18 "STANDING" "tBodyAcc" "std" "X" -0.992019762739726
"648" 18 "LAYING" "tBodyAcc" "std" "X" -0.984527649230769
"649" 19 "WALKING" "tBodyAcc" "std" "X" -0.0489049407963462
"650" 19 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.1287420952375
"651" 19 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.626917070512821
"652" 19 "SITTING" "tBodyAcc" "std" "X" -0.976357663013699
"653" 19 "STANDING" "tBodyAcc" "std" "X" -0.989910996849315
"654" 19 "LAYING" "tBodyAcc" "std" "X" -0.965019579518072
"655" 20 "WALKING" "tBodyAcc" "std" "X" -0.208342792019608
"656" 20 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.116088676011765
"657" 20 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0745098785288889
"658" 20 "SITTING" "tBodyAcc" "std" "X" -0.983081858939394
"659" 20 "STANDING" "tBodyAcc" "std" "X" -0.967209961232877
"660" 20 "LAYING" "tBodyAcc" "std" "X" -0.962249114705882
"661" 21 "WALKING" "tBodyAcc" "std" "X" -0.297814843538462
"662" 21 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.240808282276596
"663" 21 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.224343492244444
"664" 21 "SITTING" "tBodyAcc" "std" "X" -0.991777287176471
"665" 21 "STANDING" "tBodyAcc" "std" "X" -0.981419961123596
"666" 21 "LAYING" "tBodyAcc" "std" "X" -0.955019866222222
"667" 22 "WALKING" "tBodyAcc" "std" "X" -0.00865921919565217
"668" 22 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" 0.0835738640921429
"669" 22 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.348618168333333
"670" 22 "SITTING" "tBodyAcc" "std" "X" -0.978466823709677
"671" 22 "STANDING" "tBodyAcc" "std" "X" -0.985000527142857
"672" 22 "LAYING" "tBodyAcc" "std" "X" -0.947735251944444
"673" 23 "WALKING" "tBodyAcc" "std" "X" -0.313521773389831
"674" 23 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.243887818513725
"675" 23 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" 0.0441392843425926
"676" 23 "SITTING" "tBodyAcc" "std" "X" -0.987607636617647
"677" 23 "STANDING" "tBodyAcc" "std" "X" -0.985421519558824
"678" 23 "LAYING" "tBodyAcc" "std" "X" -0.956756363194444
"679" 24 "WALKING" "tBodyAcc" "std" "X" -0.47076236637931
"680" 24 "WALKING_UPSTAIRS" "tBodyAcc" "std" "X" -0.344399351355932
"681" 24 "WALKING_DOWNSTAIRS" "tBodyAcc" "std" "X" -0.08273248054
"682" 24 "SITTING" "tBodyAcc" "std" "X" -0.990593766617647
"683" 24 "STANDING" "tBodyAcc" "std" "X" -0.98725587115942
"684" 24 "LAYING" "tBodyAcc" "std" "X" -0.967984021111111
